ID,Release,Header,DateCreated,DateTime,HasTime,ReportDate,Actual,Prior,Revision,Consensus,EstimateHigh,EstimateLow,EstimateMedian,EstimateNumber,Deviation,Country,ReleaseName,ReleaseID
477,CA Mfg Shipments MoM,,2016-01-11 11:45:31 AM,2015-10-16 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,65",0,0,"-1,17","0,4","-2,8",-1,18,"0,52",CA,CA Mfg Shipments MoM,228
478,CA Mfg Shipments MoM,,2016-01-11 11:45:31 AM,2015-11-16 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-1,46",0,0,"0,15","0,5","-0,7","0,2",17,"-1,61",CA,CA Mfg Shipments MoM,228
479,CA Mfg Shipments MoM,,2016-01-11 11:45:31 AM,2015-12-15 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-1,05",0,0,"-0,31","0,7","-1,6","-0,5",19,"-0,74",CA,CA Mfg Shipments MoM,228
480,CA Wholesale Sales MoM,,2016-01-11 11:45:34 AM,2015-03-18 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-3,6",0,0,"-0,7","0,5","-1,5","-0,8",14,"-2,9",CA,CA Wholesale Sales MoM,230
481,CA Wholesale Sales MoM,,2016-01-11 11:45:34 AM,2015-04-21 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,6",0,0,"0,3","1,5","-0,7","0,5",10,"-0,9",CA,CA Wholesale Sales MoM,230
482,CA Wholesale Sales MoM,,2016-01-11 11:45:34 AM,2015-05-20 12:30:00 PM,False,0001-01-01 12:00:00 AM,"1,1",0,0,"0,8",2,"-0,2","0,9",13,"0,3",CA,CA Wholesale Sales MoM,230
483,CA Wholesale Sales MoM,,2016-01-11 11:45:34 AM,2015-06-17 12:30:00 PM,False,0001-01-01 12:00:00 AM,"1,8",0,0,"0,4","0,8","0,1","0,3",15,"1,4",CA,CA Wholesale Sales MoM,230
484,CA Wholesale Sales MoM,,2016-01-11 11:45:34 AM,2015-07-20 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,8",0,0,"-0,2","0,5",-1,0,15,"-0,6",CA,CA Wholesale Sales MoM,230
485,CA Wholesale Sales MoM,,2016-01-11 11:45:34 AM,2015-08-20 12:30:00 PM,False,0001-01-01 12:00:00 AM,"1,3",0,0,1,3,"-0,5","0,9",13,"0,3",CA,CA Wholesale Sales MoM,230
486,CA Wholesale Sales MoM,,2016-01-11 11:45:34 AM,2015-09-21 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,1",0,0,"0,8","1,9","-0,3","0,8",12,"-0,9",CA,CA Wholesale Sales MoM,230
487,CA Wholesale Sales MoM,,2016-01-11 11:45:34 AM,2015-10-20 12:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,1",0,0,"0,1","0,9","-0,5","0,2",12,"-0,2",CA,CA Wholesale Sales MoM,230
488,CA Wholesale Sales MoM,,2016-01-11 11:45:34 AM,2015-11-19 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,3",0,0,"0,2","0,6","-0,3","0,2",14,"-0,5",CA,CA Wholesale Sales MoM,230
489,CA Wholesale Sales MoM,,2016-01-11 11:45:34 AM,2015-12-18 01:30:00 PM,False,0001-01-01 12:00:00 AM,"-0,6",0,0,"0,2","0,7","-0,7","0,1",16,"-0,8",CA,CA Wholesale Sales MoM,230
490,CH CPI MoM,,2016-01-11 11:45:36 AM,2015-02-10 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,4",0,0,"-0,6","-0,4","-0,7","-0,6",13,"0,2",CH,CH CPI MoM,301
491,CH CPI MoM,,2016-01-11 11:45:36 AM,2015-03-06 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,3",0,0,"-0,1","0,2","-0,9",0,13,"-0,2",CH,CH CPI MoM,301
492,CH CPI MoM,,2016-01-11 11:45:36 AM,2015-04-08 07:15:00 AM,False,0001-01-01 12:00:00 AM,"0,3",0,0,"0,1","0,5","-0,1","0,1",11,"0,2",CH,CH CPI MoM,301
493,CH CPI MoM,,2016-01-11 11:45:36 AM,2015-05-08 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,2",0,0,"0,1","0,3",0,"0,1",11,"-0,3",CH,CH CPI MoM,301
494,CH CPI MoM,,2016-01-11 11:45:36 AM,2015-06-09 07:15:00 AM,False,0001-01-01 12:00:00 AM,"0,2",0,0,"0,2","0,3",0,"0,1",12,0,CH,CH CPI MoM,301
495,CH CPI MoM,,2016-01-11 11:45:36 AM,2015-07-06 07:15:00 AM,False,0001-01-01 12:00:00 AM,"0,1",0,0,"-0,1","0,1","-0,2","-0,1",12,"0,2",CH,CH CPI MoM,301
496,CH CPI MoM,,2016-01-11 11:45:36 AM,2015-08-05 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,6",0,0,"-0,4",0,"-0,5","-0,4",13,"-0,2",CH,CH CPI MoM,301
497,CH CPI MoM,,2016-01-11 11:45:36 AM,2015-09-04 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,2",0,0,"-0,2","0,1","-0,5","-0,2",14,0,CH,CH CPI MoM,301
498,CH CPI MoM,,2016-01-11 11:45:36 AM,2015-10-06 07:15:00 AM,False,0001-01-01 12:00:00 AM,"0,1",0,0,0,"0,3","-0,1",0,12,"0,1",CH,CH CPI MoM,301
499,CH CPI MoM,,2016-01-11 11:45:36 AM,2015-11-05 08:15:00 AM,False,0001-01-01 12:00:00 AM,"0,1",0,0,0,"0,2","-0,1",0,13,"0,1",CH,CH CPI MoM,301
500,CH CPI MoM,,2016-01-11 11:45:36 AM,2015-12-04 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,1",0,0,0,"0,2","-0,2",0,14,"-0,1",CH,CH CPI MoM,301
501,CH CPI MoM,,2016-01-11 11:45:36 AM,2016-01-08 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,4",0,0,"-0,3",0,"-0,5","-0,3",10,"-0,1",CH,CH CPI MoM,301
502,CH CPI YoY,,2016-01-11 11:45:37 AM,2015-02-10 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,5",0,0,"-0,7","-0,4","-1,7","-0,6",15,"0,2",CH,CH CPI YoY,302
503,CH CPI YoY,,2016-01-11 11:45:37 AM,2015-03-06 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,8",0,0,"-0,7","-0,4","-1,4","-0,6",15,"-0,1",CH,CH CPI YoY,302
504,CH CPI YoY,,2016-01-11 11:45:37 AM,2015-04-08 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,9",0,0,"-1,1","-0,7","-1,3","-1,1",11,"0,2",CH,CH CPI YoY,302
505,CH CPI YoY,,2016-01-11 11:45:37 AM,2015-05-08 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,1",0,0,"-0,9","-0,6","-1,1","-0,9",13,"-0,2",CH,CH CPI YoY,302
506,CH CPI YoY,,2016-01-11 11:45:37 AM,2015-06-09 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,2",0,0,"-1,2","-1,1","-1,4","-1,3",12,0,CH,CH CPI YoY,302
507,CH CPI YoY,,2016-01-11 11:45:37 AM,2015-07-06 07:15:00 AM,False,0001-01-01 12:00:00 AM,-1,0,0,"-1,2",-1,"-1,3","-1,2",15,"0,2",CH,CH CPI YoY,302
508,CH CPI YoY,,2016-01-11 11:45:37 AM,2015-08-05 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,3",0,0,-1,"-0,6","-1,2",-1,14,"-0,3",CH,CH CPI YoY,302
509,CH CPI YoY,,2016-01-11 11:45:37 AM,2015-09-04 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,4",0,0,"-1,4","-1,1","-1,6","-1,4",14,0,CH,CH CPI YoY,302
510,CH CPI YoY,,2016-01-11 11:45:37 AM,2015-10-06 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,4",0,0,"-1,5","-1,2","-1,6","-1,5",14,"0,1",CH,CH CPI YoY,302
511,CH CPI YoY,,2016-01-11 11:45:37 AM,2015-11-05 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,4",0,0,"-1,4","-1,2","-1,5","-1,4",15,0,CH,CH CPI YoY,302
512,CH CPI YoY,,2016-01-11 11:45:37 AM,2015-12-04 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,4",0,0,"-1,3","-1,2","-1,5","-1,3",17,"-0,0999999999999999",CH,CH CPI YoY,302
513,CH CPI YoY,,2016-01-11 11:45:37 AM,2016-01-08 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,3",0,0,"-1,3","-1,1","-1,4","-1,2",11,0,CH,CH CPI YoY,302
514,CH GDP QoQ,,2016-01-11 11:45:39 AM,2015-05-29 05:45:00 AM,False,0001-01-01 12:00:00 AM,"-0,3",0,0,0,"0,3","-0,8",0,16,"-0,3",CH,CH GDP QoQ,303
515,CH GDP QoQ,,2016-01-11 11:45:39 AM,2015-08-28 05:45:00 AM,False,0001-01-01 12:00:00 AM,"0,2",0,0,"-0,1","0,1","-0,3","-0,1",19,"0,3",CH,CH GDP QoQ,303
516,CH GDP QoQ,,2016-01-11 11:45:39 AM,2015-12-01 06:45:00 AM,False,0001-01-01 12:00:00 AM,0,0,0,"0,1","0,2","-0,3","0,2",18,"-0,1",CH,CH GDP QoQ,303
517,CH GDP YoY,,2016-01-11 11:45:40 AM,2015-05-29 05:45:00 AM,False,0001-01-01 12:00:00 AM,"1,2",0,0,"1,6","1,9","1,4","1,6",13,"-0,4",CH,CH GDP YoY,304
518,CH GDP YoY,,2016-01-11 11:45:40 AM,2015-08-28 05:45:00 AM,False,0001-01-01 12:00:00 AM,"0,9",0,0,"0,8","0,9","0,6","0,9",16,"0,1",CH,CH GDP YoY,304
519,CH GDP YoY,,2016-01-11 11:45:40 AM,2015-12-01 06:45:00 AM,False,0001-01-01 12:00:00 AM,"0,8",0,0,"0,8",1,"0,4","0,8",14,0,CH,CH GDP YoY,304
520,CH Interest Rate Maximum,,2016-01-11 11:45:41 AM,2015-03-19 09:30:00 AM,False,0001-01-01 12:00:00 AM,"-0,25",0,0,"-0,25","-0,25","-0,25","-0,25",18,0,CH,CH Interest Rate Maximum,305
521,CH Interest Rate Maximum,,2016-01-11 11:45:41 AM,2015-06-18 08:30:00 AM,False,0001-01-01 12:00:00 AM,"-0,25",0,0,"-0,25","-0,25","-0,25","-0,25",14,0,CH,CH Interest Rate Maximum,305
522,CH Interest Rate Maximum,,2016-01-11 11:45:41 AM,2015-09-17 08:30:00 AM,False,0001-01-01 12:00:00 AM,"-0,25",0,0,"-0,25","-0,25","-0,25","-0,25",14,0,CH,CH Interest Rate Maximum,305
523,CH Interest Rate Maximum,,2016-01-11 11:45:41 AM,2015-12-10 09:30:00 AM,False,0001-01-01 12:00:00 AM,"-0,25",0,0,"-0,3","-0,25","-0,5","-0,25",15,"0,05",CH,CH Interest Rate Maximum,305
524,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-01-30 08:00:00 AM,False,0001-01-01 12:00:00 AM,"96,2",0,0,"94,42","100,3",85,"94,65",12,"1,78",CH,CH KOF Economic Indicator,306
525,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-02-27 08:00:00 AM,False,0001-01-01 12:00:00 AM,"88,5",0,0,"89,95",96,85,89,11,"-1,45",CH,CH KOF Economic Indicator,306
526,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-03-30 07:00:00 AM,False,0001-01-01 12:00:00 AM,"90,2",0,0,"89,14","92,5",86,"89,1",13,"1,06",CH,CH KOF Economic Indicator,306
527,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-04-30 07:00:00 AM,False,0001-01-01 12:00:00 AM,"90,4",0,0,"91,04","92,7",88,"91,45",12,"-0,640000000000001",CH,CH KOF Economic Indicator,306
528,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-05-29 07:00:00 AM,False,0001-01-01 12:00:00 AM,"103,2",0,0,"89,51",91,87,"89,9",14,"13,69",CH,CH KOF Economic Indicator,306
529,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-06-30 07:00:00 AM,False,0001-01-01 12:00:00 AM,"99,6",0,0,"93,71","94,9",93,"93,7",15,"5,89",CH,CH KOF Economic Indicator,306
530,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-07-30 07:00:00 AM,False,0001-01-01 12:00:00 AM,99,0,0,"90,59","92,9","89,5","90,35",10,"8,41",CH,CH KOF Economic Indicator,306
531,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-08-31 07:00:00 AM,False,0001-01-01 12:00:00 AM,"101,2",0,0,"100,01","102,4",98,"100,25",14,"1,19",CH,CH KOF Economic Indicator,306
532,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-09-30 07:00:00 AM,False,0001-01-01 12:00:00 AM,"100,3",0,0,"101,04","103,2",100,101,13,"-0,740000000000009",CH,CH KOF Economic Indicator,306
533,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-10-30 08:00:00 AM,False,0001-01-01 12:00:00 AM,"100,4",0,0,"100,31",103,"99,1","100,05",14,"0,0900000000000034",CH,CH KOF Economic Indicator,306
534,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-11-30 08:00:00 AM,False,0001-01-01 12:00:00 AM,"97,3",0,0,"100,01",101,98,"100,15",14,"-2,71000000000001",CH,CH KOF Economic Indicator,306
535,CH KOF Economic Indicator,,2016-01-11 11:45:43 AM,2015-12-23 08:00:00 AM,False,0001-01-01 12:00:00 AM,"96,6",0,0,"98,37",100,"95,2","98,65",12,"-1,77000000000001",CH,CH KOF Economic Indicator,306
536,CH PMI Mfg,,2016-01-11 11:45:44 AM,2015-02-02 08:30:00 AM,False,0001-01-01 12:00:00 AM,"48,2",0,0,"50,6","52,3",49,"50,6",8,"-2,4",CH,CH PMI Mfg,307
537,CH PMI Mfg,,2016-01-11 11:45:44 AM,2015-03-02 08:30:00 AM,False,0001-01-01 12:00:00 AM,"47,3",0,0,"47,3","49,5","44,8","47,3",12,0,CH,CH PMI Mfg,307
538,CH PMI Mfg,,2016-01-11 11:45:44 AM,2015-04-01 07:30:00 AM,False,0001-01-01 12:00:00 AM,"47,9",0,0,"47,7","49,4",46,"47,5",13,"0,199999999999996",CH,CH PMI Mfg,307
539,CH PMI Mfg,,2016-01-11 11:45:44 AM,2015-05-04 07:30:00 AM,False,0001-01-01 12:00:00 AM,"47,9",0,0,48,"48,5","46,2","48,2",14,"-0,100000000000001",CH,CH PMI Mfg,307
540,CH PMI Mfg,,2016-01-11 11:45:44 AM,2015-06-01 07:30:00 AM,False,0001-01-01 12:00:00 AM,"49,4",0,0,"47,6","48,5",46,"47,8",8,"1,8",CH,CH PMI Mfg,307
541,CH PMI Mfg,,2016-01-11 11:45:44 AM,2015-07-01 07:30:00 AM,False,0001-01-01 12:00:00 AM,50,0,0,"49,9","50,9","49,2","49,9",14,"0,100000000000001",CH,CH PMI Mfg,307
542,CH PMI Mfg,,2016-01-11 11:45:44 AM,2015-08-03 07:30:00 AM,False,0001-01-01 12:00:00 AM,"48,7",0,0,"50,7",52,50,"50,5",9,-2,CH,CH PMI Mfg,307
543,CH PMI Mfg,,2016-01-11 11:45:44 AM,2015-09-01 07:30:00 AM,False,0001-01-01 12:00:00 AM,"52,2",0,0,"49,7","50,2","49,2","49,8",11,"2,5",CH,CH PMI Mfg,307
544,CH PMI Mfg,,2016-01-11 11:45:44 AM,2015-10-01 07:30:00 AM,False,0001-01-01 12:00:00 AM,"49,5",0,0,"51,9","55,2","50,9","51,8",11,"-2,4",CH,CH PMI Mfg,307
545,CH PMI Mfg,,2016-01-11 11:45:44 AM,2015-11-02 08:30:00 AM,False,0001-01-01 12:00:00 AM,"50,7",0,0,"50,1","50,5","49,3","50,1",10,"0,600000000000001",CH,CH PMI Mfg,307
546,CH PMI Mfg,,2016-01-11 11:45:44 AM,2015-12-01 08:30:00 AM,False,0001-01-01 12:00:00 AM,"49,7",0,0,"50,7","51,5","49,5","50,8",13,-1,CH,CH PMI Mfg,307
547,CH PMI Mfg,,2016-01-11 11:45:44 AM,2016-01-04 08:30:00 AM,False,0001-01-01 12:00:00 AM,"52,1",0,0,"49,9","50,5",49,"50,1",10,"2,2",CH,CH PMI Mfg,307
548,CH RS YoY,,2016-01-11 11:45:46 AM,2015-03-16 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,1",0,0,0,0,0,0,1,"-1,1",CH,CH RS YoY,308
549,CH RS YoY,,2016-01-11 11:45:46 AM,2015-04-17 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-2,6",0,0,0,0,0,0,1,"-2,6",CH,CH RS YoY,308
550,CH RS YoY,,2016-01-11 11:45:46 AM,2015-05-18 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-2,4",0,0,0,0,0,0,2,"-2,4",CH,CH RS YoY,308
551,CH RS YoY,,2016-01-11 11:45:46 AM,2015-06-15 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,6",0,0,0,0,0,0,2,"-0,6",CH,CH RS YoY,308
552,CH RS YoY,,2016-01-11 11:45:46 AM,2015-07-16 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,8",0,0,0,0,0,0,1,"-0,8",CH,CH RS YoY,308
553,CH RS YoY,,2016-01-11 11:45:46 AM,2015-08-17 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,9",0,0,0,0,0,0,-2147483648,"-0,9",CH,CH RS YoY,308
554,CH RS YoY,,2016-01-11 11:45:46 AM,2015-09-14 07:15:00 AM,False,0001-01-01 12:00:00 AM,"1,1",0,0,0,0,0,0,2,"1,1",CH,CH RS YoY,308
555,CH RS YoY,,2016-01-11 11:45:46 AM,2015-10-01 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,4",0,0,0,0,0,0,2,"-1,4",CH,CH RS YoY,308
556,CH RS YoY,,2016-01-11 11:45:46 AM,2015-11-02 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,4",0,0,0,0,0,0,1,"-1,4",CH,CH RS YoY,308
557,CH RS YoY,,2016-01-11 11:45:46 AM,2015-12-01 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,1",0,0,0,0,0,0,2,"-1,1",CH,CH RS YoY,308
558,CH RS YoY,,2016-01-11 11:45:46 AM,2016-01-11 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-2,1",0,0,0,0,0,0,2,"-2,1",CH,CH RS YoY,308
559,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2015-02-10 06:45:00 AM,False,0001-01-01 12:00:00 AM,"3,2",0,0,"3,2","3,2","3,1","3,2",12,0,CH,CH Unemployment Rate SA,310
560,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2015-03-10 06:45:00 AM,False,0001-01-01 12:00:00 AM,"3,2",0,0,"3,2","3,2","3,1","3,2",11,0,CH,CH Unemployment Rate SA,310
561,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2015-04-10 05:45:00 AM,False,0001-01-01 12:00:00 AM,"3,2",0,0,"3,2","3,3","3,2","3,2",10,0,CH,CH Unemployment Rate SA,310
562,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2015-05-08 05:45:00 AM,False,0001-01-01 12:00:00 AM,"3,3",0,0,"3,3","3,3","3,2","3,3",12,0,CH,CH Unemployment Rate SA,310
563,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2015-06-09 05:45:00 AM,False,0001-01-01 12:00:00 AM,"3,3",0,0,"3,3","3,5","3,3","3,3",10,0,CH,CH Unemployment Rate SA,310
564,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2015-07-07 05:45:00 AM,False,0001-01-01 12:00:00 AM,"3,3",0,0,"3,3","3,5","3,2","3,3",13,0,CH,CH Unemployment Rate SA,310
565,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2015-08-07 05:45:00 AM,False,0001-01-01 12:00:00 AM,"3,3",0,0,"3,3","3,4","3,3","3,3",11,0,CH,CH Unemployment Rate SA,310
566,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2015-09-08 05:45:00 AM,False,0001-01-01 12:00:00 AM,"3,3",0,0,"3,3","3,4","3,3","3,3",10,0,CH,CH Unemployment Rate SA,310
567,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2015-10-08 05:45:00 AM,False,0001-01-01 12:00:00 AM,"3,4",0,0,"3,4","3,4","3,3","3,4",10,0,CH,CH Unemployment Rate SA,310
568,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2015-11-10 06:45:00 AM,False,0001-01-01 12:00:00 AM,"3,4",0,0,"3,4","3,4","3,4","3,4",10,0,CH,CH Unemployment Rate SA,310
569,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2015-12-09 06:45:00 AM,False,0001-01-01 12:00:00 AM,"3,4",0,0,"3,4","3,4","3,4","3,4",13,0,CH,CH Unemployment Rate SA,310
570,CH Unemployment Rate SA,,2016-01-11 11:45:49 AM,2016-01-08 06:45:00 AM,False,0001-01-01 12:00:00 AM,"3,4",0,0,"3,4","3,5","3,4","3,4",10,0,CH,CH Unemployment Rate SA,310
571,CH Producer & Import Prices MoM,,2016-01-11 11:45:53 AM,2015-02-12 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,6",0,0,"-0,62","-0,2","-0,8","-0,7",5,"0,02",CH,CH Producer & Import Prices MoM,314
572,CH Producer & Import Prices MoM,,2016-01-11 11:45:53 AM,2015-03-16 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-1,4",0,0,"-1,17",-1,"-1,5",-1,3,"-0,23",CH,CH Producer & Import Prices MoM,314
573,CH Producer & Import Prices MoM,,2016-01-11 11:45:53 AM,2015-04-16 07:15:00 AM,False,0001-01-01 12:00:00 AM,"0,2",0,0,"0,03","0,1",0,0,3,"0,17",CH,CH Producer & Import Prices MoM,314
574,CH Producer & Import Prices MoM,,2016-01-11 11:45:53 AM,2015-05-15 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-2,1",0,0,0,"0,3","-0,2","-0,1",3,"-2,1",CH,CH Producer & Import Prices MoM,314
575,CH Producer & Import Prices MoM,,2016-01-11 11:45:53 AM,2015-06-15 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,8",0,0,"0,08","0,5","-0,4","0,1",4,"-0,88",CH,CH Producer & Import Prices MoM,314
576,CH Producer & Import Prices MoM,,2016-01-11 11:45:53 AM,2015-07-14 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,1",0,0,"-0,1","0,1","-0,4",0,3,0,CH,CH Producer & Import Prices MoM,314
577,CH Producer & Import Prices MoM,,2016-01-11 11:45:53 AM,2015-08-13 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,3",0,0,"-0,2","-0,1","-0,3","-0,2",3,"-0,1",CH,CH Producer & Import Prices MoM,314
578,CH Producer & Import Prices MoM,,2016-01-11 11:45:53 AM,2015-09-14 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,7",0,0,"-0,55","-0,2",-1,"-0,5",4,"-0,15",CH,CH Producer & Import Prices MoM,314
579,CH Producer & Import Prices MoM,,2016-01-11 11:45:53 AM,2015-10-13 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-0,1",0,0,"-0,07",0,"-0,1","-0,1",3,"-0,03",CH,CH Producer & Import Prices MoM,314
580,CH Producer & Import Prices MoM,,2016-01-11 11:45:53 AM,2015-11-13 08:15:00 AM,False,0001-01-01 12:00:00 AM,"0,2",0,0,"-0,18",0,"-0,3","-0,2",4,"0,38",CH,CH Producer & Import Prices MoM,314
581,CH Producer & Import Prices MoM,,2016-01-11 11:45:53 AM,2015-12-15 08:15:00 AM,False,0001-01-01 12:00:00 AM,"0,4",0,0,"-0,05","0,2","-0,2","-0,1",4,"0,45",CH,CH Producer & Import Prices MoM,314
582,CH Producer & Import Prices YoY,,2016-01-11 11:45:55 AM,2015-02-12 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-2,7",0,0,"-2,66","-2,3","-2,8","-2,7",5,"-0,04",CH,CH Producer & Import Prices YoY,315
583,CH Producer & Import Prices YoY,,2016-01-11 11:45:55 AM,2015-03-16 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-3,6",0,0,"-3,4","-3,2","-3,7","-3,3",3,"-0,2",CH,CH Producer & Import Prices YoY,315
584,CH Producer & Import Prices YoY,,2016-01-11 11:45:55 AM,2015-04-16 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-3,4",0,0,"-3,67","-3,6","-3,7","-3,7",3,"0,27",CH,CH Producer & Import Prices YoY,315
585,CH Producer & Import Prices YoY,,2016-01-11 11:45:55 AM,2015-05-15 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-5,2",0,0,"-3,67","-3,3","-4,3","-3,4",3,"-1,53",CH,CH Producer & Import Prices YoY,315
586,CH Producer & Import Prices YoY,,2016-01-11 11:45:55 AM,2015-06-15 07:15:00 AM,False,0001-01-01 12:00:00 AM,-6,0,0,"-5,13","-4,8","-5,5","-5,1",4,"-0,87",CH,CH Producer & Import Prices YoY,315
587,CH Producer & Import Prices YoY,,2016-01-11 11:45:55 AM,2015-07-14 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-6,1",0,0,"-6,2",-6,"-6,5","-6,1",3,"0,100000000000001",CH,CH Producer & Import Prices YoY,315
588,CH Producer & Import Prices YoY,,2016-01-11 11:45:55 AM,2015-08-13 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-6,4",0,0,"-6,3","-6,2","-6,4","-6,3",3,"-0,100000000000001",CH,CH Producer & Import Prices YoY,315
589,CH Producer & Import Prices YoY,,2016-01-11 11:45:55 AM,2015-09-14 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-6,8",0,0,"-6,7","-6,3","-7,1","-6,7",4,"-0,0999999999999996",CH,CH Producer & Import Prices YoY,315
590,CH Producer & Import Prices YoY,,2016-01-11 11:45:55 AM,2015-10-13 07:15:00 AM,False,0001-01-01 12:00:00 AM,"-6,8",0,0,"-6,8","-6,7","-6,9","-6,8",3,0,CH,CH Producer & Import Prices YoY,315
591,CH Producer & Import Prices YoY,,2016-01-11 11:45:55 AM,2015-11-13 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-6,6",0,0,"-5,35","-0,7","-7,1","-6,8",4,"-1,25",CH,CH Producer & Import Prices YoY,315
592,CH Producer & Import Prices YoY,,2016-01-11 11:45:55 AM,2015-12-15 08:15:00 AM,False,0001-01-01 12:00:00 AM,"-5,5",0,0,"-5,98","-5,7","-6,1","-6,05",4,"0,48",CH,CH Producer & Import Prices YoY,315
593,CH Trade Balance MoM,,2016-01-11 11:45:56 AM,2015-02-19 07:00:00 AM,False,0001-01-01 12:00:00 AM,"3,309",0,0,"1,04333","1,62","0,31","1,2",3,"2,26567",CH,CH Trade Balance MoM,316
594,CH Trade Balance MoM,,2016-01-11 11:45:56 AM,2015-03-19 07:00:00 AM,False,0001-01-01 12:00:00 AM,"2,289",0,0,0,0,0,0,1,"2,289",CH,CH Trade Balance MoM,316
595,CH Trade Balance MoM,,2016-01-11 11:45:56 AM,2015-04-23 06:00:00 AM,False,0001-01-01 12:00:00 AM,"2,391",0,0,"2,1575","2,4",2,"2,115",4,"0,2335",CH,CH Trade Balance MoM,316
596,CH Trade Balance MoM,,2016-01-11 11:45:56 AM,2015-05-28 06:00:00 AM,False,0001-01-01 12:00:00 AM,"2,508",0,0,0,0,0,0,2,"2,508",CH,CH Trade Balance MoM,316
